Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01	q_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
6218	-2884.64	-2866.62	-18.0129	1.56972	1.62389	1.64272	1.6994	0.450899	0.484827	0.0454511	0.440844	0.2618961	8.612332	1.485943	0.4060009	0.10823	0.66169	0.0252299	0.204851	2.88171	1.72599	25.4651	15.2523	1.05839	0.545803	2.17893	0.999454
6219	-2883.27	-2863.43	-19.8431	1.56972	1.62389	1.64272	1.6994	0.450899	0.484827	0.0454511	1.9633	0.2618961	8.612332	1.485943	0.4060009	0.0503332	0.307725	0.618015	0.0239267	2.88171	1.72599	25.4651	15.2523	1.05839	0.545803	2.17893	0.999454
6220	-2887.08	-2867.24	-19.8412	1.56981	1.62389	1.6428	1.6994	0.450953	0.484827	0.0454511	1.9633	0.2618407	8.61104	1.485943	0.4058048	0.0524664	0.320766	0.601827	0.0249408	2.88171	1.72599	25.4651	15.2523	1.05839	0.545803	2.17893	0.999454
6221	-2886.84	-2867	-19.8417	1.56981	1.62389	1.6428	1.6994	0.450953	0.484827	0.0454511	1.9633	0.2618407	8.61104	1.485943	0.4059521	0.0688477	0.108692	0.789733	0.032728	2.88171	1.72599	25.4692	15.2547	1.05839	0.545803	2.17908	0.999454
6222	-2883.54	-2865.18	-18.3622	1.56981	1.62389	1.6428	1.6994	0.450953	0.484827	0.0454511	-1.11499	0.2618407	8.61104	1.484788	0.4059521	0.0688477	0.108692	0.789733	0.032728	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	0.826959
6223	-2883.75	-2865.39	-18.3622	1.56981	1.62389	1.6428	1.6994	0.450953	0.484827	0.0454511	-1.11499	0.2618407	8.61104	1.484788	0.4059521	0.243731	0.0882778	0.64141	0.0265812	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	0.826959
6224	-2885.02	-2865.39	-19.6342	1.56981	1.62389	1.6428	1.6994	0.450953	0.484827	0.0454511	2.23578	0.2618407	8.61104	1.484788	0.4059521	0.243731	0.0882778	0.64141	0.0265812	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	0.221135
6225	-2883.54	-2865.74	-17.7983	1.56981	1.62353	1.6428	1.69903	0.450953	0.484604	0.0454511	1.12428	0.2618407	8.61104	1.484788	0.4059521	0.403916	0.067914	0.49345	0.0347197	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	0.25232
6226	-2885.23	-2866.38	-18.8467	1.56981	1.62353	1.6428	1.69903	0.450953	0.484604	0.0454511	1.83325	0.2618356	8.61104	1.484788	0.4059521	0.272312	0.0808103	0.604355	0.0425231	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	0.25232
6227	-2887.82	-2866.71	-21.1113	1.56981	1.62353	1.6428	1.69903	0.450953	0.484604	0.0454511	1.83325	0.2618356	8.61104	1.484788	0.4059521	0.0497022	0.360722	0.434025	0.155551	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	2.5169
6228	-2885.56	-2866.81	-18.7481	1.56981	1.62353	1.6428	1.69903	0.450953	0.484604	0.0454511	0.95472	0.2618356	8.61104	1.484788	0.4059521	0.0472059	0.342604	0.392784	0.217405	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	1.37843
6229	-2885.27	-2866.43	-18.8365	1.56981	1.62353	1.6428	1.69903	0.450953	0.484604	0.0454511	-1.04316	0.2618356	8.61104	1.484788	0.4059521	0.0688909	0.0406159	0.573218	0.317275	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	1.37843
6230	-2887.66	-2868.83	-18.8306	1.56981	1.62353	1.6428	1.69903	0.450953	0.484604	0.0454511	-1.03417	0.2618586	8.6145	1.484788	0.4059521	0.0688909	0.0406159	0.573218	0.317275	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	1.37843
6231	-2887.37	-2868.9	-18.4698	1.56981	1.62353	1.6428	1.69903	0.450953	0.484604	0.0454511	-1.03417	0.2618586	8.6145	1.484788	0.4059521	0.129462	0.0379738	0.535929	0.296636	2.88171	1.72563	25.4692	15.2515	1.05839	0.545591	2.17908	1.0176
6232	-2887.01	-2868.26	-18.7586	1.56981	1.62341	1.6428	1.6989	0.450953	0.48453	0.0454511	-0.352867	0.2618586	8.6145	1.484788	0.4057878	0.0964338	0.0282859	0.399203	0.476077	2.88178	1.72602	25.4698	15.255	1.05841	0.545821	2.17908	1.77946
6233	-2886.09	-2867.13	-18.9609	1.56981	1.62341	1.6428	1.6989	0.450953	0.48453	0.0454511	-0.72715	0.2618586	8.6145	1.484788	0.4057878	0.144631	0.115261	0.497966	0.242142	2.88178	1.72576	25.4698	15.2526	1.05841	0.545667	2.17908	1.77946
6234	-2885.91	-2868.31	-17.5917	1.56981	1.62341	1.64279	1.69889	0.450953	0.48453	0.045445	1.03777	0.2618586	8.6145	1.484788	0.4057878	0.380244	0.083512	0.3608	0.175443	2.88178	1.72597	25.4698	15.2545	1.05841	0.545787	2.17908	0.136304
6235	-2887.98	-2869.8	-18.1791	1.5701	1.62341	1.6431	1.69889	0.451139	0.48453	0.045445	1.03777	0.2618294	8.615144	1.484788	0.4057878	0.486297	0.106804	0.182523	0.224376	2.88178	1.72597	25.4698	15.2545	1.05841	0.545787	2.17908	0.723299
6236	-2884.72	-2867.24	-17.4756	1.5701	1.62288	1.6431	1.69833	0.451139	0.484202	0.045445	1.03777	0.261847	8.615144	1.484788	0.4057878	0.417423	0.036788	0.356033	0.189756	2.88119	1.72597	25.4645	15.2545	1.0582	0.545787	2.17908	0.0193926
6237	-2885.89	-2868.41	-17.4754	1.5701	1.62288	1.64277	1.69799	0.451139	0.484202	0.0452458	1.03777	0.261847	8.615144	1.484788	0.4055499	0.413981	0.0364846	0.361343	0.188191	2.88119	1.72554	25.4645	15.2507	1.0582	0.54554	2.17908	0.0193926
6238	-2885.39	-2867.94	-17.4522	1.5701	1.62262	1.64257	1.69751	0.451139	0.48404	0.0451215	-0.668419	0.2617883	8.615144	1.48527	0.4058463	0.369221	0.131868	0.331067	0.167844	2.88067	1.72531	25.4599	15.2487	1.05802	0.545407	2.17908	0.309639
6239	-2883.53	-2865.71	-17.8226	1.5701	1.62262	1.64245	1.69738	0.451139	0.48404	0.0450472	-0.668419	0.2617745	8.614432	1.48527	0.4058463	0.328013	0.11715	0.294117	0.26072	2.88067	1.72531	25.4599	15.2487	1.05802	0.545407	2.17908	0.680823
6240	-2882.48	-2864.59	-17.8933	1.5701	1.62262	1.64245	1.69738	0.451139	0.48404	0.0450472	0.586808	0.2617745	8.613099	1.48527	0.4058463	0.278142	0.121926	0.306106	0.293827	2.88067	1.72531	25.4599	15.2487	1.05802	0.545407	2.17908	0.804083
6241	-2881.6	-2864.02	-17.5805	1.5701	1.62262	1.64245	1.69738	0.451139	0.48404	0.0450472	0.586808	0.2617745	8.613099	1.48527	0.4058463	0.305412	0.13388	0.336118	0.22459	2.88067	1.72497	25.4599	15.2456	1.05802	0.545208	2.17908	0.491025
6242	-2881.66	-2864.18	-17.4759	1.5701	1.62262	1.64245	1.69738	0.451139	0.48404	0.0450472	-0.367412	0.2617745	8.613099	1.48527	0.4058463	0.285583	0.11437	0.287138	0.312909	2.88067	1.72497	25.4599	15.2456	1.05802	0.545208	2.17908	0.491025
6243	-2881.59	-2863.81	-17.7797	1.5701	1.62262	1.64245	1.69738	0.451139	0.48404	0.0450472	0.861778	0.2617745	8.613099	1.48527	0.4058463	0.204654	0.125094	0.328004	0.342248	2.88031	1.72497	25.4568	15.2456	1.0579	0.545208	2.17908	0.491025
6244	-2884.7	-2866.92	-17.7797	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	0.861778	0.2617745	8.613099	1.48527	0.4058463	0.204654	0.125094	0.328004	0.342248	2.88031	1.72497	25.4568	15.2456	1.0579	0.545208	2.17908	0.491025
6245	-2883.68	-2865.9	-17.7797	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	0.861778	0.2617745	8.613099	1.48527	0.4058463	0.158123	0.117749	0.308746	0.415382	2.88062	1.72497	25.4596	15.2456	1.05801	0.545208	2.17908	0.491025
6246	-2881.96	-2864.23	-17.7286	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	1.0696	0.2617745	8.613099	1.48527	0.4058463	0.0978635	0.126177	0.330845	0.445114	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.239471
6247	-2878.57	-2860.53	-18.0467	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	1.0696	0.2617745	8.613099	1.48527	0.4054383	0.0210125	0.0270919	0.512528	0.439368	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.558399
6248	-2879.71	-2860.73	-18.9829	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	1.0696	0.2617745	8.613099	1.48527	0.4054383	0.200579	0.0221227	0.41852	0.358779	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.49469
6249	-2877.73	-2860.48	-17.2517	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.234399	0.2617745	8.613099	1.48527	0.4054383	0.257827	0.0284368	0.537972	0.175764	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.308012
6250	-2878.96	-2860.54	-18.4282	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.573708	0.2617745	8.613099	1.48527	0.4054383	0.230619	0.0290135	0.508299	0.232069	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.34738
6251	-2877.64	-2860.29	-17.3497	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.573708	0.2617745	8.613099	1.48527	0.4054383	0.019564	0.0369724	0.647734	0.29573	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.268902
6252	-2878.69	-2860.29	-18.3957	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.446839	0.2617745	8.613099	1.48527	0.4054383	0.019564	0.0369724	0.647734	0.29573	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.37966
6253	-2878.99	-2860.41	-18.5785	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	0.261444	0.2617745	8.613099	1.48527	0.4054383	0.0173693	0.0328248	0.575071	0.374735	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.62804
6254	-2877.66	-2860.16	-17.5033	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.790712	0.2617745	8.613099	1.48527	0.4054383	0.0223073	0.0643507	0.738561	0.174781	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.274478
6255	-2877.66	-2860.16	-17.5033	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.790712	0.2617745	8.613099	1.48527	0.4054383	0.0223073	0.0643507	0.738561	0.174781	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.274478
6256	-2877.68	-2860.04	-17.6388	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.811919	0.2617745	8.613099	1.48527	0.4054383	0.0248222	0.0691867	0.831071	0.0749204	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.392978
6257	-2878.71	-2861.32	-17.3914	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.40534	0.2617745	8.613099	1.48527	0.4054383	0.0301663	0.18426	0.232588	0.552986	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.392978
6258	-2878.66	-2861.32	-17.3412	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.253019	0.2617745	8.613099	1.48527	0.4054383	0.0301663	0.18426	0.232588	0.552986	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.392978
6259	-2879.17	-2861.83	-17.3412	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.253019	0.2617745	8.613099	1.48527	0.4054383	0.420218	0.110154	0.139045	0.330583	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.392978
6260	-2883.92	-2861.49	-22.43	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.253019	0.2617745	8.613099	1.48527	0.4054383	0.51178	0.266306	0.195226	0.026688	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	5.48173
6261	-2882.72	-2860.33	-22.3984	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	0.0288584	0.2617745	8.613099	1.48527	0.4054383	0.118681	0.169448	0.626259	0.0856117	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	5.48173
6262	-2882.73	-2860.32	-22.4065	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.130673	0.2617745	8.613099	1.48527	0.4054383	0.112132	0.170707	0.630912	0.0862478	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	5.48173
6263	-2883.14	-2860.73	-22.4065	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.130673	0.2617745	8.613099	1.48527	0.4054383	0.211537	0.322039	0.41709	0.0493339	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	5.48173
6264	-2879.09	-2860.46	-18.633	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.0266789	0.2617745	8.613099	1.48527	0.4054383	0.163215	0.248474	0.550246	0.0380644	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.71645
6265	-2877.96	-2860.98	-16.9873	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.0266789	0.2617745	8.613099	1.48527	0.4054383	0.244102	0.371615	0.327354	0.0569286	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	0.0706777
6266	-2879.61	-2860.98	-18.6334	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	-0.0266789	0.2617745	8.613099	1.48527	0.4054383	0.244102	0.371615	0.327354	0.0569286	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.71679
6267	-2879.94	-2861.12	-18.8208	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	0.601359	0.2617745	8.613099	1.48527	0.4054383	0.212244	0.453628	0.28463	0.0494986	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.72374
6268	-2879.94	-2861.12	-18.8208	1.57006	1.62262	1.64234	1.69731	0.451114	0.48404	0.0450058	0.601359	0.2617745	8.613099	1.48527	0.4054383	0.212244	0.453628	0.28463	0.0494986	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.72374
6269	-2884.2	-2865	-19.1927	1.56976	1.62262	1.64203	1.69731	0.450925	0.48404	0.0450058	1.05222	0.2617745	8.613099	1.484416	0.4054383	0.211235	0.348717	0.390785	0.0492634	2.88062	1.72529	25.4596	15.2485	1.05801	0.545397	2.17908	1.72374
6270	-2886.85	-2868.31	-18.5396	1.56976	1.62262	1.64203	1.69731	0.450925	0.48404	0.0450058	1.05222	0.2617745	8.61117	1.484416	0.4054383	0.194105	0.313829	0.269001	0.223066	2.88056	1.72529	25.459	15.2485	1.05799	0.545397	2.17908	1.07261
