Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_alpha[1]	extinction_alpha[2]	extinction_beta[1]	extinction_beta[2]	hidden_rate1	hidden_rate2	q_01	q_10	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_alpha[1]	speciation_alpha[2]	speciation_beta[1]	speciation_beta[2]
1680	-2878.67	-2859.5	-19.1759	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.56046	0.2624736	8.599098	1.472392	0.4101027	0.371259	0.105789	0.489882	0.0330695	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.07086
1681	-2880.66	-2859.07	-21.5912	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.76827	0.2624736	8.599098	1.472392	0.4101027	0.0133512	0.183452	0.752406	0.0507912	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.872038
1682	-2883.58	-2859.49	-24.0885	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.76827	0.2624736	8.599098	1.472392	0.4101027	0.0272797	0.374837	0.494104	0.103779	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.36931
1683	-2879.49	-2859.2	-20.297	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.54919	0.2624736	8.599098	1.472392	0.4101027	0.0365887	0.161505	0.662714	0.139193	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.160257
1684	-2882.46	-2859.2	-23.2665	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.54919	0.2624736	8.599098	1.472392	0.4101027	0.0365887	0.161505	0.662714	0.139193	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.12977
1685	-2877.22	-2859.57	-17.6449	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.04199	0.2624736	8.599098	1.472392	0.4101027	0.0443976	0.384261	0.455219	0.116123	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.214538
1686	-2876.64	-2859.15	-17.4878	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.04199	0.2624736	8.599098	1.472392	0.4101027	0.0227865	0.207109	0.691783	0.0783221	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0573901
1687	-2877.67	-2860.17	-17.4973	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.04199	0.2624736	8.599098	1.472392	0.4101027	0.00821594	0.0746755	0.24943	0.667678	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.066932
1688	-2877.2	-2859.7	-17.5025	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.04199	0.2624736	8.599098	1.472392	0.4101027	0.00489217	0.269279	0.401468	0.324361	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0720613
1689	-2880.83	-2860.38	-20.4489	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.04199	0.2624736	8.599098	1.472392	0.4101027	0.00928117	0.0189877	0.20256	0.769172	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.01852
1690	-2877.05	-2859.44	-17.6089	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.897647	0.2624736	8.599098	1.472392	0.4101027	0.0651004	0.276248	0.517011	0.141641	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.318492
1691	-2877.09	-2859.88	-17.2097	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.70118	0.2624736	8.599098	1.472392	0.4101027	0.182372	0.139277	0.333748	0.344603	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0763712
1692	-2878.37	-2861.37	-17.0087	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.299247	0.2624736	8.599098	1.472392	0.4101027	0.462341	0.414261	0.0756612	0.0477368	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0763712
1693	-2877.3	-2859.77	-17.5306	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.299247	0.2624736	8.599098	1.472392	0.4101027	0.272965	0.316716	0.373822	0.0364964	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.598275
1694	-2876.98	-2859.45	-17.5306	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.299247	0.2624736	8.599098	1.472392	0.4101027	0.21225	0.140709	0.512727	0.134315	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.598275
1695	-2879.89	-2860.43	-19.4598	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	2.01052	0.2624736	8.599098	1.472392	0.4101027	0.0798218	0.0983516	0.192823	0.629003	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.551133
1696	-2876.98	-2859.46	-17.5185	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.216649	0.2624736	8.599098	1.472392	0.4101027	0.102431	0.258351	0.50651	0.132708	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.60751
1697	-2880.66	-2859.73	-20.9324	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	2.62197	0.2624736	8.599098	1.472392	0.4101027	0.103556	0.261187	0.387668	0.247589	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.60751
1698	-2880.13	-2859.49	-20.6474	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	2.62197	0.2624736	8.599098	1.472392	0.4101027	0.0853385	0.21524	0.495388	0.204034	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.322518
1699	-2877.51	-2860.06	-17.4506	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.599538	0.2624736	8.599098	1.472392	0.4101027	0.0893789	0.118023	0.279487	0.513112	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.383337
1700	-2878.49	-2860.31	-18.1859	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.22143	0.2624736	8.599098	1.472392	0.4101027	0.0970496	0.415556	0.217773	0.269621	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.552463
1701	-2877.44	-2859.99	-17.4433	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0807882	0.2624736	8.599098	1.472392	0.4101027	0.169012	0.323039	0.298355	0.209594	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.552463
1702	-2879.57	-2859.99	-19.5711	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.964618	0.2624736	8.599098	1.472392	0.4101027	0.169012	0.323039	0.298355	0.209594	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.21835
1703	-2877.37	-2859.89	-17.4838	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.964618	0.2624736	8.599098	1.472392	0.4101027	0.16085	0.307439	0.332238	0.199473	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.130978
1704	-2878.75	-2860.64	-18.1062	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.42294	0.2624736	8.599098	1.472392	0.4101027	0.171602	0.275981	0.156181	0.396236	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.206303
1705	-2876.52	-2859.35	-17.1722	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.395756	0.2624736	8.599098	1.472392	0.4101027	0.0147416	0.189836	0.570451	0.224971	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.206303
1706	-2877.44	-2859.34	-18.1009	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.395756	0.2624736	8.599098	1.472392	0.4101027	0.0148816	0.19164	0.575871	0.217608	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.13504
1707	-2878.22	-2858.99	-19.2294	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.55362	0.2624736	8.599098	1.472392	0.4101027	0.00561213	0.101212	0.811112	0.0820639	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.13504
1708	-2876.95	-2858.93	-18.0208	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.456106	0.2624736	8.599098	1.472392	0.4101027	0.00261487	0.0446047	0.86524	0.0875403	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.02921
1709	-2877.3	-2859.23	-18.0743	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.561353	0.2624736	8.599098	1.472392	0.4101027	0.00193616	0.0576467	0.640661	0.299756	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.02921
1710	-2877.3	-2859.23	-18.0743	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.561353	0.2624736	8.599098	1.472392	0.4101027	0.00193616	0.0576467	0.640661	0.299756	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.02921
1711	-2878.14	-2859.23	-18.9131	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.561353	0.2624736	8.599098	1.472392	0.4101027	0.00193616	0.0576467	0.640661	0.299756	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.86799
1712	-2878.14	-2859.23	-18.9131	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.561353	0.2624736	8.599098	1.472392	0.4101027	0.00193616	0.0576467	0.640661	0.299756	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.86799
1713	-2878.98	-2860.07	-18.9131	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.561353	0.2624736	8.599098	1.472392	0.4101027	0.000839217	0.584402	0.277691	0.137068	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.86799
1714	-2879.03	-2859.42	-19.6116	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.30851	0.2624736	8.599098	1.472392	0.4101027	0.00159927	0.0858455	0.529186	0.383369	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.86799
1715	-2879.35	-2859.69	-19.6595	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.30851	0.2624736	8.599098	1.472392	0.4101027	0.00127139	0.401672	0.404237	0.19282	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.91587
1716	-2879.12	-2859.68	-19.4333	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.30851	0.2624736	8.599098	1.472392	0.4101027	0.00128187	0.404981	0.407568	0.186169	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.68963
1717	-2879.47	-2860.37	-19.1049	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.35713	0.2624736	8.599098	1.472392	0.4101027	0.000603585	0.661379	0.204882	0.133135	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.29645
1718	-2876.45	-2859.16	-17.2839	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0888306	0.2624736	8.599098	1.472392	0.4101027	0.00225815	0.198645	0.685241	0.113856	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.39243
1719	-2877.18	-2859.16	-18.0197	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.0888306	0.2624736	8.599098	1.472392	0.4101027	0.00225815	0.198645	0.685241	0.113856	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.12826
1720	-2878.01	-2859.16	-18.8452	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.71634	0.2624736	8.599098	1.472392	0.4101027	0.00225815	0.198645	0.685241	0.113856	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.484778
1721	-2876.63	-2859.62	-17.0151	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.407607	0.2624736	8.599098	1.472392	0.4101027	0.0108662	0.352359	0.434816	0.201959	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0444726
1722	-2878.91	-2859.62	-19.294	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.407607	0.2624736	8.599098	1.472392	0.4101027	0.0108662	0.352359	0.434816	0.201959	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.32338
1723	-2880.15	-2859.61	-20.5464	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.407607	0.2624736	8.599098	1.472392	0.4101027	0.000676268	0.355989	0.439295	0.20404	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.57578
1724	-2880.64	-2860.09	-20.5464	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.407607	0.2624736	8.599098	1.472392	0.4101027	0.314436	0.096706	0.270823	0.318035	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	3.57578
1725	-2877.87	-2860.09	-17.7753	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.503159	0.2624736	8.599098	1.472392	0.4101027	0.314436	0.096706	0.270823	0.318035	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.761215
1726	-2877.21	-2859.44	-17.7753	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.503159	0.2624736	8.599098	1.472392	0.4101027	0.239273	0.0412415	0.519841	0.199644	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.761215
1727	-2878.76	-2860.79	-17.9661	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.796702	0.2624736	8.599098	1.472392	0.4101027	0.254235	0.104737	0.134012	0.507017	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.761215
1728	-2879.79	-2861.9	-17.8856	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.796702	0.2624736	8.599098	1.472392	0.4101027	0.280548	0.115578	0.0443805	0.559494	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.680683
1729	-2880.46	-2861.87	-18.5889	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.60915	0.2624736	8.599098	1.472392	0.4101027	0.202446	0.119411	0.0458527	0.63229	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.4067
1730	-2880.02	-2861.52	-18.4911	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.6315	0.2624736	8.599098	1.472392	0.4101027	0.192041	0.143297	0.0645742	0.600087	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.272683
1731	-2878.47	-2861.21	-17.2576	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.441231	0.2624736	8.599098	1.472392	0.4101027	0.181863	0.140622	0.0886336	0.588882	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.272683
1732	-2877.45	-2860.2	-17.2576	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.441231	0.2624736	8.599098	1.472392	0.4101027	0.500662	0.196907	0.244005	0.0584247	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.272683
1733	-2880.53	-2860.24	-20.2908	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.3202	0.2624736	8.599098	1.472392	0.4101027	0.478401	0.232616	0.233156	0.0558269	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.53184
1734	-2877.62	-2860.24	-17.3824	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.650346	0.2624736	8.599098	1.472392	0.4101027	0.478401	0.232616	0.233156	0.0558269	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.283393
1735	-2880.06	-2860.35	-19.7098	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.650346	0.2624736	8.599098	1.472392	0.4101027	0.428732	0.312289	0.208949	0.0500307	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.61084
1736	-2879.65	-2860.27	-19.3746	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.76066	0.2624736	8.599098	1.472392	0.4101027	0.37095	0.33728	0.22567	0.066099	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.937054
1737	-2878.74	-2860.27	-18.4694	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.13562	0.2624736	8.599098	1.472392	0.4101027	0.37095	0.33728	0.22567	0.066099	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.937054
1738	-2878.54	-2860.07	-18.4694	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.13562	0.2624736	8.599098	1.472392	0.4101027	0.232652	0.411432	0.275285	0.0806311	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.937054
1739	-2878.57	-2859.91	-18.6573	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.13562	0.2624736	8.599098	1.472392	0.4101027	0.273045	0.396331	0.323079	0.0075453	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.12499
1740	-2878.69	-2859.8	-18.8904	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.13562	0.2624736	8.599098	1.472392	0.4101027	0.375176	0.254476	0.361896	0.00845184	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.35804
1741	-2877.53	-2859.49	-18.0404	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.13562	0.2624736	8.599098	1.472392	0.4101027	0.270084	0.228083	0.494258	0.00757526	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.508041
1742	-2877.8	-2859.51	-18.2884	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.33629	0.2624736	8.599098	1.472392	0.4101027	0.239884	0.27061	0.482778	0.00672822	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.508041
1743	-2877.24	-2859.27	-17.9729	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.33629	0.2624736	8.599098	1.472392	0.4101027	0.193354	0.186633	0.615373	0.00464029	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.192569
1744	-2876.92	-2859.35	-17.5735	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.02116	0.2624736	8.599098	1.472392	0.4101027	0.178399	0.172198	0.567776	0.0816278	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.164604
1745	-2877.13	-2859.81	-17.3152	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.767021	0.2624736	8.599098	1.472392	0.4101027	0.0873416	0.0843056	0.357704	0.470648	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.133456
1746	-2876.94	-2859.75	-17.1919	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.767021	0.2624736	8.599098	1.472392	0.4101027	0.0314094	0.0894722	0.379626	0.499492	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0101705
1747	-2876.95	-2859.75	-17.1936	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.767021	0.2624736	8.599098	1.472392	0.4101027	0.0314094	0.0894722	0.379626	0.499492	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0119219
1748	-2877.79	-2859.93	-17.8632	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.38834	0.2624736	8.599098	1.472392	0.4101027	0.0317265	0.145434	0.318305	0.504534	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0119219
1749	-2878.81	-2860.61	-18.1997	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.60467	0.2624736	8.599098	1.472392	0.4101027	0.428493	0.0328745	0.161817	0.376816	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.024657
1750	-2880.06	-2860.69	-19.3747	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.13561	0.2624736	8.599098	1.472392	0.4101027	0.395261	0.0303249	0.149267	0.425147	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.84237
1751	-2878.41	-2860.47	-17.942	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.13561	0.2624736	8.599098	1.472392	0.4101027	0.590354	0.0376074	0.185114	0.186925	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.409688
1752	-2877.47	-2860.42	-17.0466	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.466908	0.2624736	8.599098	1.472392	0.4101027	0.62008	0.0395011	0.194434	0.145985	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0500232
1753	-2879.4	-2860.43	-18.9702	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.47218	0.2624736	8.599098	1.472392	0.4101027	0.614222	0.0485753	0.192597	0.144605	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.999036
1754	-2879.49	-2860.48	-19.0028	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.47218	0.2624736	8.599098	1.472392	0.4101027	0.58389	0.0461765	0.183087	0.186847	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.0316
1755	-2878.74	-2860.69	-18.0503	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.759761	0.2624736	8.599098	1.472392	0.4101027	0.473054	0.0374111	0.148332	0.341203	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.87414
1756	-2880.19	-2860.39	-19.7978	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.27908	0.2624736	8.599098	1.472392	0.4101027	0.289851	0.0504178	0.199903	0.459828	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.313201
1757	-2880.81	-2859.68	-21.1268	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-2.27908	0.2624736	8.599098	1.472392	0.4101027	0.448076	0.0658523	0.408988	0.0770836	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.64219
1758	-2878.19	-2859.35	-18.8398	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.78755	0.2624736	8.599098	1.472392	0.4101027	0.34593	0.039347	0.568666	0.0460577	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.64219
1759	-2878.36	-2859.52	-18.8398	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.78755	0.2624736	8.599098	1.472392	0.4101027	0.29177	0.0775246	0.479634	0.151072	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.64219
1760	-2877.56	-2860.27	-17.2935	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.78755	0.2624736	8.599098	1.472392	0.4101027	0.270518	0.0718778	0.227034	0.430571	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0958655
1761	-2877.71	-2860.25	-17.4633	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.78755	0.2624736	8.599098	1.472392	0.4101027	0.275083	0.0730909	0.230865	0.420961	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.265616
1762	-2877.39	-2859.84	-17.5436	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.0874213	0.2624736	8.599098	1.472392	0.4101027	0.0351164	0.538191	0.347123	0.0795694	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.652265
1763	-2878.01	-2860.32	-17.6971	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	0.560966	0.2624736	8.599098	1.472392	0.4101027	0.206206	0.320975	0.216261	0.256558	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.652265
1764	-2878.27	-2859.71	-18.563	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.81969	0.2624736	8.599098	1.472392	0.4101027	0.520867	0.045575	0.397427	0.0361314	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0198347
1765	-2878.65	-2860.09	-18.563	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.81969	0.2624736	8.599098	1.472392	0.4101027	0.355216	0.349109	0.271034	0.0246406	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.0198347
1766	-2880.01	-2860.5	-19.5076	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	1.95496	0.2624736	8.599098	1.472392	0.4101027	0.439698	0.349794	0.180007	0.0305009	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.709094
1767	-2878.52	-2860.29	-18.2244	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.12049	0.2624736	8.599098	1.472392	0.4101027	0.454235	0.28392	0.221576	0.0402691	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	0.709094
1768	-2878.58	-2859.99	-18.5905	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-1.12049	0.2624736	8.599098	1.472392	0.4101027	0.101483	0.382383	0.299948	0.216186	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.07521
1769	-2878.91	-2860.78	-18.1285	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.687174	0.2624736	8.599098	1.472392	0.4101027	0.589721	0.176134	0.136072	0.098073	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.00485
1770	-2877.81	-2859.68	-18.1285	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.687174	0.2624736	8.599098	1.472392	0.4101027	0.378458	0.14914	0.409463	0.062939	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.00485
1771	-2877.25	-2859.12	-18.1285	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.687174	0.2624736	8.599098	1.472392	0.4101027	0.181661	0.0715877	0.716541	0.0302109	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.00485
1772	-2878.58	-2860.46	-18.1285	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.687174	0.2624736	8.599098	1.472392	0.4101027	0.47623	0.181027	0.188117	0.154626	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	1.00485
1773	-2879.16	-2859.62	-19.5419	1.5762	1.62491	1.64558	1.69644	0.455016	0.485455	0.0430782	-0.687174	0.2624736	8.599098	1.472392	0.4101027	0.134981	0.233015	0.432972	0.199032	2.88539	1.72403	25.4587	15.2116	1.05966	0.544664	2.1774	2.41822
